medallion, hack_license, vendor_id, rate_code, store_and_fwd_flag, pickup_datetime, dropoff_datetime, passenger_count, trip_time_in_secs, trip_distance, pickup_longitude, pickup_latitude, dropoff_longitude, dropoff_latitude
2013000454,2013000452,VTS,1,,2013-01-01 00:03:00,2013-01-01 00:07:00,5,240,1,-73.970779,40.798622,-73.979286,40.786877
2013000455,2013000453,VTS,1,,2013-01-01 00:03:00,2013-01-01 00:07:00,1,240,0.54,-73.954262,40.774391,-73.961487,40.772629
2013000456,2013000454,VTS,1,,2013-01-01 00:03:00,2013-01-01 00:07:00,1,240,0.79,-73.955742,40.803982,-73.965462,40.800365
2013000457,2013000455,VTS,1,,2013-01-01 00:03:00,2013-01-01 00:10:00,1,420,0.89,-73.993263,40.733292,-73.979164,40.728172
2013000458,2013000456,VTS,1,,2013-01-01 00:03:00,2013-01-01 00:26:00,5,1380,8.55,-73.97451,40.761597,-73.929558,40.848396
2013000459,2013000457,VTS,1,,2013-01-01 00:03:00,2013-01-01 00:34:00,2,1860,4.57,-73.991531,40.726955,-73.95591,40.776146
2013000460,2013000458,VTS,1,,2013-01-01 00:03:00,2013-01-01 00:38:00,1,2100,14.81,-74.005959,40.740017,-73.792618,40.700481
2013000462,2013000460,VTS,1,,2013-01-01 00:03:00,2013-01-01 00:17:00,1,840,2.06,-73.991928,40.721977,-73.978188,40.745796
2013000463,2013000461,VTS,1,,2013-01-01 00:03:00,2013-01-01 00:21:00,1,1080,6.7,-73.977066,40.726559,-73.958351,40.800274
2013000464,2013000462,VTS,1,,2013-01-01 00:03:00,2013-01-01 00:13:00,5,600,1.04,-73.981964,40.758556,-73.984764,40.748257
2013000465,2013000463,VTS,1,,2013-01-01 00:03:00,2013-01-01 00:10:00,1,420,2.81,-73.951385,40.782234,-73.941978,40.812527
2013000466,2013000464,VTS,1,,2013-01-01 00:03:00,2013-01-01 00:11:00,5,480,1.31,-73.973419,40.763809,-73.969688,40.750587
2013000467,2013000465,VTS,1,,2013-01-01 00:03:00,2013-01-01 00:19:00,1,960,6.23,-73.980942,40.750626,-73.937691,40.804569
2013000468,2013000466,VTS,1,,2013-01-01 00:03:00,2013-01-01 00:07:00,2,240,0.26,-73.996834,40.720367,-73.994102,40.721085
2013000469,2013000467,VTS,1,,2013-01-01 00:03:00,2013-01-01 00:17:00,2,840,5.5,-73.974586,40.680187,-73.986107,40.722336
2013000470,2013000468,VTS,1,,2013-01-01 00:03:00,2013-01-01 00:10:00,2,420,2.68,-73.990463,40.731068,-73.964417,40.756168
2013000471,2013000469,VTS,1,,2013-01-01 00:03:00,2013-01-01 00:16:00,1,780,2.54,-73.955147,40.768906,-73.983635,40.766193
2013000472,2013000470,VTS,1,,2013-01-01 00:03:00,2013-01-01 00:16:00,1,780,3.48,-74.004211,40.752831,-73.973846,40.789246
2013000473,2013000471,VTS,1,,2013-01-01 00:03:00,2013-01-01 00:16:00,1,780,8.19,-73.777588,40.646664,-73.850677,40.725613
2013000474,2013000472,VTS,1,,2013-01-01 00:03:00,2013-01-01 00:20:00,5,1020,4.11,-73.965355,40.806221,-73.996887,40.756962
2013000475,2013000473,CMT,1,N,2013-01-01 00:03:01,2013-01-01 00:11:21,1,500,1.4,-73.958244,40.721584,-73.947243,40.715721
2013000476,2013000474,CMT,1,Y,2013-01-01 00:03:02,2013-01-01 00:05:11,1,128,0.6,-73.988525,40.758873,-73.982552,40.767254
2013000477,2013000475,CMT,1,N,2013-01-01 00:03:05,2013-01-01 00:16:51,1,826,3.7,-74.004341,40.752705,-74.01265,40.704105
2013000478,2013000476,CMT,1,N,2013-01-01 00:03:05,2013-01-01 00:08:26,2,321,1.3,-74.006035,40.740162,-73.998192,40.756058
2013000479,2013000477,CMT,1,N,2013-01-01 00:03:06,2013-01-01 00:13:18,2,611,1.2,-74.00444,40.752571,-73.984055,40.743118
2013000480,2013000478,CMT,1,N,2013-01-01 00:03:07,2013-01-01 00:30:01,4,1614,14.9,-73.865845,40.770813,-74.002655,40.649097
2013000481,2013000479,CMT,1,N,2013-01-01 00:03:07,2013-01-01 00:17:23,1,856,3.2,-73.967163,40.762615,-74.000778,40.728901
2013000482,2013000480,CMT,1,N,2013-01-01 00:03:08,2013-01-01 00:09:09,2,360,1.9,-74.003212,40.7332,-74.01606,40.711235
2013000483,2013000481,CMT,1,N,2013-01-01 00:03:08,2013-01-01 00:25:05,1,1316,2.3,-73.975769,40.765331,-73.996727,40.742802
2013000484,2013000482,CMT,1,N,2013-01-01 00:03:09,2013-01-01 00:07:57,2,287,0.5,-73.971313,40.757797,-73.97892,40.7565
2013000485,2013000483,CMT,1,N,2013-01-01 00:03:10,2013-01-01 00:25:45,1,1354,7.3,-73.933891,40.715431,-73.976341,40.751801
2013000486,2013000484,CMT,1,N,2013-01-01 00:03:10,2013-01-01 00:14:32,2,682,3.2,-73.969498,40.760944,-73.982742,40.723167
2013000487,2013000485,CMT,1,N,2013-01-01 00:03:10,2013-01-01 00:13:29,1,618,1.6,-73.995995,40.759136,-73.990562,40.747749
2013000488,2013000486,CMT,1,N,2013-01-01 00:03:11,2013-01-01 00:11:32,2,501,1.7,-73.96312,40.718414,-73.943268,40.707329
2013000489,2013000487,CMT,1,N,2013-01-01 00:03:11,2013-01-01 00:07:41,1,270,1.5,-73.959038,40.78059,-73.951042,40.798401
2013000490,2013000488,CMT,1,N,2013-01-01 00:03:13,2013-01-01 00:25:08,2,1315,2.5,-74.005302,40.740887,-73.985191,40.745495
2013000491,2013000489,CMT,1,N,2013-01-01 00:03:13,2013-01-01 00:12:23,1,549,1.8,-73.984962,40.742275,-73.995209,40.76004
2013000492,2013000490,CMT,1,N,2013-01-01 00:03:13,2013-01-01 00:09:02,1,348,0.8,-74.000572,40.728832,-74.006348,40.733295
2013000493,2013000491,CMT,1,N,2013-01-01 00:03:13,2013-01-01 00:15:08,2,714,5.4,-73.960777,40.772469,-73.891609,40.746712
2013000494,2013000492,CMT,1,N,2013-01-01 00:03:14,2013-01-01 00:15:40,1,745,2.2,-73.984062,40.749245,-73.985306,40.768505
2013000495,2013000493,CMT,1,N,2013-01-01 00:03:14,2013-01-01 00:11:04,1,470,1.9,-73.973808,40.784359,-73.966377,40.764835
2013000496,2013000494,CMT,1,N,2013-01-01 00:03:15,2013-01-01 00:09:56,1,400,1.6,-73.988968,40.720638,-73.977303,40.740211
2013000497,2013000495,CMT,1,N,2013-01-01 00:03:15,2013-01-01 00:08:29,1,313,1.1,-73.990952,40.728344,-73.980606,40.730457
2013000498,2013000496,CMT,1,N,2013-01-01 00:03:16,2013-01-01 00:15:42,2,746,2,-74.000931,40.735874,-73.977959,40.751682
2013000499,2013000497,CMT,1,N,2013-01-01 00:03:17,2013-01-01 00:12:57,1,580,2.9,-73.977074,40.683666,-73.958725,40.645023
2013000500,2013000498,CMT,1,N,2013-01-01 00:03:18,2013-01-01 00:16:37,2,799,0.9,-73.981812,40.767662,-73.991554,40.763721
